"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"STOML2",0,0.361350260889309,0.727,0.231,0,"2","STOML2",0.496
"AC079466.1",0,0.361247936073585,0.278,0.002,0,"2","AC079466.1",0.276
"FCGR2B",0,0.361243103506655,0.387,0.052,0,"2","FCGR2B",0.335
"CCR10",0,0.360693219253776,0.337,0.01,0,"2","CCR10",0.327
"AL079338.1",0,0.360301635063055,0.335,0.003,0,"2","AL079338.1",0.332
"PPA1",0,0.360027388412839,0.804,0.376,0,"2","PPA1",0.428
"MTPN",0,0.35815776222655,0.798,0.336,0,"2","MTPN",0.462
"MYBL2",0,0.357477571385668,0.299,0.009,0,"2","MYBL2",0.29
"TFEB",0,0.356682524039492,0.496,0.05,0,"2","TFEB",0.446
"METAP2",0,0.356013588990182,0.755,0.288,0,"2","METAP2",0.467
"TLR10",0,0.355961424838502,0.475,0.05,0,"2","TLR10",0.425
"EBNA1BP2",0,0.35562384801695,0.568,0.13,0,"2","EBNA1BP2",0.438
"TOR3A",0,0.355010804596127,0.658,0.168,0,"2","TOR3A",0.49
"HLA-DOB",0,0.354613573569434,0.339,0.06,0,"2","HLA-DOB",0.279
"LINC01857",0,0.35448620285025,0.324,0.018,0,"2","LINC01857",0.306
"EMILIN2",0,0.352073865463723,0.421,0.038,0,"2","EMILIN2",0.383
"CD180",0,0.351695493226494,0.441,0.058,0,"2","CD180",0.383
"METTL5",0,0.351302870367365,0.669,0.233,0,"2","METTL5",0.436
"CDC123",0,0.351268370091533,0.731,0.244,0,"2","CDC123",0.487
"COBLL1",0,0.351213826946995,0.41,0.024,0,"2","COBLL1",0.386
"ATP2B1",0,0.350431423971172,0.614,0.174,0,"2","ATP2B1",0.44
"RBM17",0,0.34673249219559,0.802,0.339,0,"2","RBM17",0.463
"CTSZ",0,0.34504627193402,0.628,0.104,0,"2","CTSZ",0.524
"UBE2T",0,0.344278946659916,0.396,0.043,0,"2","UBE2T",0.353
"SMC6",0,0.344234587787361,0.591,0.128,0,"2","SMC6",0.463
"IGF2BP3",0,0.343800542243847,0.398,0.007,0,"2","IGF2BP3",0.391
"IGHV3-73",0,0.343730441416383,0.343,0.005,0,"2","IGHV3-73",0.338
"ZFAND6",0,0.343669710821273,0.625,0.207,0,"2","ZFAND6",0.418
"EIF6",0,0.342080418073727,0.754,0.275,0,"2","EIF6",0.479
"TXNL1",0,0.342068374657436,0.8,0.339,0,"2","TXNL1",0.461
"PLEKHA2",0,0.341190839201852,0.584,0.126,0,"2","PLEKHA2",0.458
"HSPBP1",0,0.339930119140079,0.547,0.107,0,"2","HSPBP1",0.44
"PLEKHG1",0,0.339588276758363,0.458,0.042,0,"2","PLEKHG1",0.416
"CENPW",0,0.339135841342401,0.307,0.023,0,"2","CENPW",0.284
"SPI1",0,0.338153309117884,0.648,0.095,0,"2","SPI1",0.553
"EBF1",0,0.338045519889956,0.399,0.022,0,"2","EBF1",0.377
"GNG11",0,0.337891921313871,0.255,0.004,0,"2","GNG11",0.251
"SOD2",0,0.337146520964818,0.6,0.199,0,"2","SOD2",0.401
"PFDN2",0,0.335959986515517,0.787,0.314,0,"2","PFDN2",0.473
"PHACTR1",0,0.335915350909346,0.377,0.057,0,"2","PHACTR1",0.32
"MRPL12",0,0.335406407123663,0.454,0.098,0,"2","MRPL12",0.356
"BANK1",0,0.335021169042355,0.545,0.099,0,"2","BANK1",0.446
"RNASEH2C",0,0.33489459588396,0.726,0.277,0,"2","RNASEH2C",0.449
"MRPL11",0,0.334299836988466,0.719,0.245,0,"2","MRPL11",0.474
"AC023590.1",0,0.334128347408792,0.254,0.005,0,"2","AC023590.1",0.249
"THOC7",0,0.334021630879915,0.783,0.315,0,"2","THOC7",0.468
"POLD2",0,0.333696682027809,0.584,0.139,0,"2","POLD2",0.445
"MRPL37",0,0.331462614491544,0.65,0.183,0,"2","MRPL37",0.467
"TIMM17A",0,0.331352602748752,0.669,0.179,0,"2","TIMM17A",0.49
"NFKBIE",0,0.33038377821526,0.451,0.081,0,"2","NFKBIE",0.37
"GLRX3",0,0.330204213092592,0.619,0.157,0,"2","GLRX3",0.462
"FAM162A",0,0.329589953300125,0.699,0.28,0,"2","FAM162A",0.419
"CPNE5",0,0.329457269595897,0.252,0.03,0,"2","CPNE5",0.222
"ADI1",0,0.327748996177081,0.608,0.193,0,"2","ADI1",0.415
"ZWINT",0,0.327633099444716,0.262,0.011,0,"2","ZWINT",0.251
"SP140",0,0.326865562619815,0.664,0.244,0,"2","SP140",0.42
"TFDP1",0,0.326429398017219,0.558,0.123,0,"2","TFDP1",0.435
"RAB30",0,0.324724373315182,0.493,0.061,0,"2","RAB30",0.432
"MTHFD2",0,0.324189345441535,0.651,0.198,0,"2","MTHFD2",0.453
"PFDN6",0,0.323894971270239,0.669,0.209,0,"2","PFDN6",0.46
"AC004130.2",0,0.323697986105432,0.295,0.005,0,"2","AC004130.2",0.29
"GOT1",0,0.32344346124084,0.452,0.077,0,"2","GOT1",0.375
"AC012236.1",0,0.322199734693132,0.283,0.01,0,"2","AC012236.1",0.273
"KLHL14",0,0.322070454546298,0.371,0.015,0,"2","KLHL14",0.356
"AK2",0,0.3216081100704,0.685,0.221,0,"2","AK2",0.464
"ENY2",0,0.321105570690153,0.792,0.334,0,"2","ENY2",0.458
"MAD2L1",0,0.320239830979519,0.369,0.062,0,"2","MAD2L1",0.307
"MRTO4",0,0.318804325788693,0.484,0.112,0,"2","MRTO4",0.372
"GCA",0,0.318319529958204,0.553,0.121,0,"2","GCA",0.432
"DKC1",0,0.318128114804828,0.577,0.145,0,"2","DKC1",0.432
"ETFA",0,0.316805050157486,0.712,0.245,0,"2","ETFA",0.467
"IL4R",0,0.316661430158567,0.539,0.18,0,"2","IL4R",0.359
"PRPSAP2",0,0.315007696339148,0.592,0.158,0,"2","PRPSAP2",0.434
"SEC14L1",0,0.314281610924573,0.511,0.129,0,"2","SEC14L1",0.382
"SAE1",0,0.313689031603305,0.634,0.188,0,"2","SAE1",0.446
"GRN",0,0.312286544230972,0.654,0.167,0,"2","GRN",0.487
"SLC16A4",0,0.31202173901509,0.289,0.004,0,"2","SLC16A4",0.285
"NSMCE1",0,0.311683429972277,0.702,0.263,0,"2","NSMCE1",0.439
"METTL21A",0,0.310849342429006,0.574,0.124,0,"2","METTL21A",0.45
"PSMD2",0,0.310615286767586,0.728,0.275,0,"2","PSMD2",0.453
"MTX1",0,0.310431135490257,0.603,0.13,0,"2","MTX1",0.473
"CIAO2A",0,0.309970921405932,0.51,0.151,0,"2","CIAO2A",0.359
"MRPS24",0,0.309737539798457,0.721,0.259,0,"2","MRPS24",0.462
"MCTS1",0,0.308766634112953,0.692,0.224,0,"2","MCTS1",0.468
"RPL39L",0,0.307558651990666,0.362,0.046,0,"2","RPL39L",0.316
"TRAPPC2B",0,0.30750498173999,0.501,0.089,0,"2","TRAPPC2B",0.412
"SNHG3",0,0.307217730698988,0.373,0.07,0,"2","SNHG3",0.303
"FGD6",0,0.307102616958484,0.284,0.008,0,"2","FGD6",0.276
"MRPL3",0,0.307102549152979,0.671,0.245,0,"2","MRPL3",0.426
"MGST1",0,0.306879993058932,0.288,0.004,0,"2","MGST1",0.284
"TMEM159",0,0.306728978122555,0.476,0.083,0,"2","TMEM159",0.393
"CCDC106",0,0.306390442648967,0.431,0.037,0,"2","CCDC106",0.394
"AKR1A1",0,0.30582222894182,0.788,0.294,0,"2","AKR1A1",0.494
"IRF4",0,0.305180617879734,0.358,0.055,0,"2","IRF4",0.303
"ERVK3-1",0,0.304868130607595,0.564,0.156,0,"2","ERVK3-1",0.408
"MRPS14",0,0.303684215374658,0.656,0.163,0,"2","MRPS14",0.493
"PLEK1",0,0.303106912869643,0.683,0.253,0,"2","PLEK",0.43
"RGS2",0,0.302449642643059,0.327,0.076,0,"2","RGS2",0.251
"MYL6B",0,0.301981532203284,0.599,0.122,0,"2","MYL6B",0.477
"PXK",0,0.301151313489172,0.505,0.089,0,"2","PXK",0.416
"PSMB4",0,0.300893569602128,0.757,0.271,0,"2","PSMB4",0.486
"NENF",0,0.300708420312017,0.687,0.217,0,"2","NENF",0.47
"CYSTM1",0,0.300093419944706,0.524,0.09,0,"2","CYSTM1",0.434
"PSMA3",0,0.299635219180032,0.744,0.296,0,"2","PSMA3",0.448
"WDR34",0,0.298947673051241,0.431,0.03,0,"2","WDR34",0.401
"PRKD3",0,0.298905013714255,0.463,0.075,0,"2","PRKD3",0.388
"SLC25A4",0,0.297074789656716,0.452,0.044,0,"2","SLC25A4",0.408
"NDUFAF8",0,0.29676668327236,0.671,0.231,0,"2","NDUFAF8",0.44
"TRAP1",0,0.296749466500274,0.534,0.138,0,"2","TRAP1",0.396
"TCP1",0,0.296415813218572,0.677,0.255,0,"2","TCP1",0.422
"NUP62",0,0.296200695180009,0.582,0.155,0,"2","NUP62",0.427
"GTPBP4",0,0.296136526633745,0.561,0.137,0,"2","GTPBP4",0.424
"CENPM",0,0.295930600936302,0.293,0.046,0,"2","CENPM",0.247
"SORL1",0,0.295692191479374,0.596,0.205,0,"2","SORL1",0.391
"MCM3",0,0.295514205468537,0.49,0.146,0,"2","MCM3",0.344
"EI24",0,0.295347045574588,0.573,0.128,0,"2","EI24",0.445
"WDFY4",0,0.294297056883037,0.421,0.037,0,"2","WDFY4",0.384
"BBC3",0,0.293807684714557,0.336,0.06,0,"2","BBC3",0.276
"BID",0,0.293636967596723,0.563,0.17,0,"2","BID",0.393
"HDAC9",0,0.293474339367965,0.357,0.038,0,"2","HDAC9",0.319
"LY86",0,0.293031194939451,0.403,0.081,0,"2","LY86",0.322
"MKNK2",0,0.293025138056001,0.6,0.166,0,"2","MKNK2",0.434
"TSEN34",0,0.292988682073409,0.594,0.157,0,"2","TSEN34",0.437
"GRWD1",0,0.29269773915164,0.526,0.098,0,"2","GRWD1",0.428
"UVRAG",0,0.292419997028107,0.641,0.182,0,"2","UVRAG",0.459
"PRDM2",0,0.292412859648774,0.58,0.16,0,"2","PRDM2",0.42
"PABPN1",0,0.292249442429039,0.624,0.177,0,"2","PABPN1",0.447
"AIMP2",0,0.291434249997731,0.471,0.094,0,"2","AIMP2",0.377
"ATOX1",0,0.290848026196981,0.739,0.231,0,"2","ATOX1",0.508
"MRPL24",0,0.290507790117177,0.614,0.18,0,"2","MRPL24",0.434
"HSH2D",0,0.289457420851405,0.55,0.125,0,"2","HSH2D",0.425
"ZNF608",0,0.289237062229343,0.293,0.008,0,"2","ZNF608",0.285
"RRAS2",0,0.288609842455231,0.469,0.071,0,"2","RRAS2",0.398
"NDUFS3",0,0.287209180672214,0.717,0.262,0,"2","NDUFS3",0.455
"MCOLN2",0,0.286010388435998,0.487,0.081,0,"2","MCOLN2",0.406
"SPATS2",0,0.285028531939762,0.421,0.049,0,"2","SPATS2",0.372
"NCOA3",0,0.284862686463613,0.592,0.188,0,"2","NCOA3",0.404
"TXNL4A",0,0.284428658463311,0.668,0.219,0,"2","TXNL4A",0.449
"SSRP1",0,0.284276336886653,0.66,0.23,0,"2","SSRP1",0.43
"CYB5A",0,0.284158594632836,0.538,0.14,0,"2","CYB5A",0.398
"MRPL13",0,0.2834579803271,0.629,0.181,0,"2","MRPL13",0.448
"PRDM15",0,0.28345435244691,0.27,0.024,0,"2","PRDM15",0.246
"FKBP3",0,0.282783368953052,0.657,0.203,0,"2","FKBP3",0.454
"SLC1A4",0,0.282352780071801,0.296,0.043,0,"2","SLC1A4",0.253
"TBL1XR1",0,0.281519345648768,0.575,0.142,0,"2","TBL1XR1",0.433
"CHCHD1",0,0.281022942766974,0.679,0.202,0,"2","CHCHD1",0.477
"SMARCC1",0,0.280369747576588,0.652,0.208,0,"2","SMARCC1",0.444
"PPHLN1",0,0.280204834358877,0.743,0.268,0,"2","PPHLN1",0.475
"DAZAP1",0,0.279631699760071,0.613,0.177,0,"2","DAZAP1",0.436
"CISD1",0,0.278906614010645,0.519,0.123,0,"2","CISD1",0.396
"MRPL47",0,0.278287213328776,0.608,0.171,0,"2","MRPL47",0.437
"MRPL36",0,0.278255491168395,0.646,0.204,0,"2","MRPL36",0.442
"SUPT16H",0,0.27665739393477,0.632,0.204,0,"2","SUPT16H",0.428
"TUBB6",0,0.27661317842578,0.312,0.021,0,"2","TUBB6",0.291
"CRIP3",0,0.276262242513016,0.297,0.011,0,"2","CRIP3",0.286
"EEF1E1",0,0.275683561885043,0.503,0.109,0,"2","EEF1E1",0.394
"HSPA4",0,0.275368413577275,0.663,0.213,0,"2","HSPA4",0.45
"GCSAM",0,0.275359367124464,0.411,0.088,0,"2","GCSAM",0.323
"MAP3K20",0,0.274301309645192,0.388,0.017,0,"2","MAP3K20",0.371
"POLR2I",0,0.274102073163033,0.715,0.271,0,"2","POLR2I",0.444
"EXOSC5",0,0.273609401522879,0.55,0.147,0,"2","EXOSC5",0.403
"LTA4H",0,0.273191873961639,0.724,0.267,0,"2","LTA4H",0.457
"PPP1R14B",0,0.272925125045161,0.419,0.056,0,"2","PPP1R14B",0.363
"SINHCAF",0,0.272891345334878,0.593,0.174,0,"2","SINHCAF",0.419
"MPZL1",0,0.272246729633285,0.407,0.036,0,"2","MPZL1",0.371
"MRPL16",0,0.271760081520285,0.682,0.228,0,"2","MRPL16",0.454
"STEAP1",0,0.271617150657722,0.286,0.002,0,"2","STEAP1",0.284
"RAB3GAP2",0,0.271487414510612,0.496,0.091,0,"2","RAB3GAP2",0.405
"NOP16",0,0.27102449129682,0.46,0.103,0,"2","NOP16",0.357
"TGIF1",0,0.270915637644922,0.474,0.115,0,"2","TGIF1",0.359
"NUDT5",0,0.270778038436154,0.707,0.245,0,"2","NUDT5",0.462
"RASSF2",0,0.270444671457831,0.512,0.121,0,"2","RASSF2",0.391
"TIMM50",0,0.267899677037067,0.554,0.126,0,"2","TIMM50",0.428
"RBBP8",0,0.267897558196187,0.367,0.034,0,"2","RBBP8",0.333
"MGLL",0,0.266886540061976,0.342,0.023,0,"2","MGLL",0.319
"HSPH1",0,0.266662600640661,0.547,0.186,0,"2","HSPH1",0.361
"DECR2",0,0.266292245158725,0.354,0.016,0,"2","DECR2",0.338
"TIMM23",0,0.26590717144736,0.563,0.143,0,"2","TIMM23",0.42
"SLC25A33",0,0.265569440992303,0.402,0.056,0,"2","SLC25A33",0.346
"FADS3",0,0.265320101490099,0.298,0.035,0,"2","FADS3",0.263
"STAP1",0,0.264671770317353,0.301,0.054,0,"2","STAP1",0.247
"SLC9A7",0,0.264543341088648,0.372,0.031,0,"2","SLC9A7",0.341
"FKBP4",0,0.263950002613688,0.468,0.132,0,"2","FKBP4",0.336
"FAIM",0,0.263853958453863,0.391,0.034,0,"2","FAIM",0.357
"VRK3",0,0.263574999484273,0.561,0.164,0,"2","VRK3",0.397
"SNAP23",0,0.262608496708082,0.686,0.254,0,"2","SNAP23",0.432
"RP9",0,0.262279638673622,0.577,0.137,0,"2","RP9",0.44
"PAWR",0,0.262096930898656,0.376,0.022,0,"2","PAWR",0.354
"MEF2C",0,0.26187269043679,0.661,0.123,0,"2","MEF2C",0.538
"IMP4",0,0.261821543335552,0.656,0.216,0,"2","IMP4",0.44
"IQCG",0,0.26175842498338,0.409,0.033,0,"2","IQCG",0.376
"GPATCH4",0,0.261503657373054,0.515,0.113,0,"2","GPATCH4",0.402
"COA6",0,0.261338380829921,0.657,0.206,0,"2","COA6",0.451
"POLR3K",0,0.261124071847654,0.534,0.151,0,"2","POLR3K",0.383
"GSN",0,0.260887755876455,0.373,0.065,0,"2","GSN",0.308
"GARS",0,0.260725087285604,0.628,0.201,0,"2","GARS",0.427
"MRPS16",0,0.260623336986711,0.675,0.22,0,"2","MRPS16",0.455
"PWP1",0,0.260135027412244,0.661,0.2,0,"2","PWP1",0.461
"DOK3",0,0.259723687810468,0.32,0.052,0,"2","DOK3",0.268
"WDR77",0,0.259546790451479,0.513,0.141,0,"2","WDR77",0.372
"TLR9",0,0.259168109856277,0.347,0.017,0,"2","TLR9",0.33
"HOMER2",0,0.258805197302427,0.299,0.01,0,"2","HOMER2",0.289
"SNAPIN",0,0.258090796943212,0.686,0.206,0,"2","SNAPIN",0.48
"NANS",0,0.25797315437503,0.511,0.109,0,"2","NANS",0.402
"HDLBP",0,0.257851520877425,0.598,0.186,0,"2","HDLBP",0.412
"RB1",0,0.257834497463445,0.564,0.156,0,"2","RB1",0.408
"JUP",0,0.257669214835522,0.281,0.016,0,"2","JUP",0.265
"CIITA",0,0.257280110997892,0.47,0.088,0,"2","CIITA",0.382
"CLINT1",0,0.256831105184946,0.661,0.218,0,"2","CLINT1",0.443
"RBM6",0,0.256222438043447,0.658,0.239,0,"2","RBM6",0.419
"PTPN18",0,0.255800356896744,0.5,0.149,0,"2","PTPN18",0.351
"DCUN1D5",0,0.255668909279938,0.563,0.152,0,"2","DCUN1D5",0.411
"TSPAN3",0,0.255619911643196,0.566,0.139,0,"2","TSPAN3",0.427
"MYO1C",0,0.255606420956122,0.352,0.035,0,"2","MYO1C",0.317
"DNAJC10",0,0.255531475255525,0.454,0.126,0,"2","DNAJC10",0.328
"MIS18BP1",0,0.255251643963701,0.571,0.161,0,"2","MIS18BP1",0.41
"CDV3",0,0.254957990807246,0.569,0.181,0,"2","CDV3",0.388
"BOP1",0,0.254279124915468,0.468,0.096,0,"2","BOP1",0.372
"LGALS3",0,0.254166839696838,0.51,0.168,0,"2","LGALS3",0.342
"PHF6",0,0.253814488395767,0.503,0.097,0,"2","PHF6",0.406
"UCHL5",0,0.253443353084815,0.602,0.159,0,"2","UCHL5",0.443
"L1TD1",0,0.253411147247881,0.29,0.003,0,"2","L1TD1",0.287
"PHF19",0,0.253354915037275,0.381,0.079,0,"2","PHF19",0.302
"DCAF13",0,0.253284456040189,0.544,0.128,0,"2","DCAF13",0.416
"HADH",0,0.253247821713795,0.506,0.103,0,"2","HADH",0.403
"PIK3AP1",0,0.252123744357687,0.46,0.089,0,"2","PIK3AP1",0.371
"MPLKIP",0,0.251937656628092,0.702,0.238,0,"2","MPLKIP",0.464
"CHMP4B",0,0.251526533177071,0.622,0.182,0,"2","CHMP4B",0.44
"POLR2H",0,0.251184522588434,0.586,0.173,0,"2","POLR2H",0.413
"EIF4A3",0,0.251030409377492,0.629,0.21,0,"2","EIF4A3",0.419
"ACBD6",0,0.250819644833323,0.616,0.164,0,"2","ACBD6",0.452
"USP6NL",0,0.250603482132656,0.356,0.036,0,"2","USP6NL",0.32
"TIMM17B",0,0.250257667188153,0.707,0.267,0,"2","TIMM17B",0.44
"IDH3A",0,0.250226942762001,0.539,0.121,0,"2","IDH3A",0.418
"PDIA6",1.04957936021325e-307,0.410672514967558,0.863,0.438,2.37194439614592e-303,"2","PDIA6",0.425
"H2AFX",3.71442798007654e-307,0.277530240373827,0.416,0.12,8.39423579217497e-303,"2","H2AFX",0.296
"PSMA2",4.73229646468325e-306,0.412731641386102,0.633,0.263,1.06945167805377e-301,"2","PSMA2",0.37
"BAX",2.35001333940817e-305,0.55113674530135,0.845,0.467,5.31079514572851e-301,"2","BAX",0.378
"DNAJA1",4.97820197504942e-305,0.369533358893732,0.809,0.379,1.12502386434142e-300,"2","DNAJA1",0.43
"ANAPC11",1.85881185331048e-304,0.398119386500634,0.848,0.422,4.20072890729634e-300,"2","ANAPC11",0.426
"JPT1",2.26321332538111e-303,0.377847681554843,0.734,0.32,5.11463579402877e-299,"2","JPT1",0.414
"LSM5",3.75772669043326e-303,0.369252955373863,0.779,0.357,8.49208654771013e-299,"2","LSM5",0.422
"MAP4K11",5.32259786367946e-303,0.255844754391307,0.74,0.292,1.20285389121292e-298,"2","MAP4K1",0.448
"HERPUD1",3.49851231369992e-301,0.267705794626073,0.834,0.375,7.90628797773045e-297,"2","HERPUD1",0.459
"TMEM14C",1.8653895294597e-300,0.251640108064758,0.687,0.262,4.21559379762598e-296,"2","TMEM14C",0.425
"MMADHC",5.38593252043936e-299,0.25135726795544,0.746,0.294,1.21716689029409e-294,"2","MMADHC",0.452
"SF3B4",6.39461465195247e-298,0.280531421080043,0.763,0.313,1.44511896519474e-293,"2","SF3B4",0.45
"ATP5F1C",1.48677098017205e-297,0.395413092456842,0.818,0.427,3.35995373809082e-293,"2","ATP5F1C",0.391
"YBX1",2.84876069873089e-295,0.52350671593346,0.982,0.855,6.43791430306195e-291,"2","YBX1",0.127
"SNX3",8.15996636895893e-293,0.38734688200579,0.899,0.515,1.84407079972103e-288,"2","SNX3",0.384
"DDX21",3.21637252964455e-292,0.381378206130897,0.746,0.338,7.26868027974371e-288,"2","DDX21",0.408
"RBM8A",9.78301233577721e-291,0.363239866564669,0.902,0.534,2.21086295776229e-286,"2","RBM8A",0.368
"STRAP",2.14841054768405e-290,0.294623157802727,0.762,0.323,4.8551929967112e-286,"2","STRAP",0.439
"TRMT112",8.05436707590949e-290,0.361418866948279,0.934,0.64,1.82020641548479e-285,"2","TRMT112",0.294
"NUTF2",1.37543484991042e-289,0.300308020911051,0.761,0.325,3.10834521731256e-285,"2","NUTF2",0.436
"HNRNPC",3.17449842518842e-287,0.366045422707965,0.95,0.649,7.17404899108332e-283,"2","HNRNPC",0.301
"ATP5PF",1.68102867948904e-286,0.421775396427501,0.847,0.492,3.79895671277727e-282,"2","ATP5PF",0.355
"CCT4",3.05165042144391e-286,0.393170239853842,0.858,0.457,6.8964247874211e-282,"2","CCT4",0.401
"RPS11",8.04899929883162e-285,0.596845448082609,0.981,0.923,1.81899335154296e-280,"2","RPS11",0.0579999999999999
"RAB11A",1.39155341541557e-284,0.301354670614092,0.758,0.321,3.14477156349764e-280,"2","RAB11A",0.437
"LSM3",6.23793557972878e-284,0.298331648383908,0.744,0.315,1.40971106166291e-279,"2","LSM3",0.429
"HNRNPA2B1",1.14803890586406e-283,0.36412990633005,0.988,0.899,2.59445312336219e-279,"2","HNRNPA2B1",0.089
"OLA1",5.33471186275331e-281,0.269053497971501,0.673,0.266,1.20559153386362e-276,"2","OLA1",0.407
"CACYBP",6.09947657235781e-281,0.348669292360513,0.775,0.358,1.37842071058714e-276,"2","CACYBP",0.417
"PEBP1",2.41421104714598e-280,0.414209743144975,0.895,0.582,5.4558755454452e-276,"2","PEBP1",0.313
"EIF5A",7.12891629061356e-280,0.471156289981018,0.86,0.505,1.61106379251576e-275,"2","EIF5A",0.355
"LSM6",1.80039758159907e-277,0.290604413976728,0.807,0.354,4.06871849465573e-273,"2","LSM6",0.453
"NDUFB6",1.89616090981055e-277,0.271199008862037,0.751,0.318,4.28513404008086e-273,"2","NDUFB6",0.433
"RPL22L1",9.90743971715452e-275,0.469744800397133,0.858,0.469,2.23898230167975e-270,"2","RPL22L1",0.389
"DNPH1",2.24338612661851e-273,0.352529808834939,0.805,0.399,5.06982830754517e-269,"2","DNPH1",0.406
"SRSF3",1.69414364495966e-272,0.359877531511822,0.876,0.483,3.82859522324433e-268,"2","SRSF3",0.393
"MRPL4",1.14145114993129e-271,0.289734778091837,0.65,0.265,2.57956545372972e-267,"2","MRPL4",0.385
"KDELR1",4.56773839654181e-270,0.358652130796719,0.768,0.378,1.03226320023448e-265,"2","KDELR1",0.39
"JTB",6.68129929480743e-270,0.34748826149927,0.901,0.536,1.50990682763353e-265,"2","JTB",0.365
"TALDO1",7.93443148684842e-270,0.345310614142038,0.846,0.43,1.79310217171288e-265,"2","TALDO1",0.416
"ECH1",7.8022493660097e-268,0.298885682684774,0.784,0.355,1.76323033422453e-263,"2","ECH1",0.429
"TMEM14B",1.94162823056571e-267,0.30946078747201,0.812,0.395,4.38788563825546e-263,"2","TMEM14B",0.417
"TKT",9.85455267452602e-267,0.379469884276472,0.786,0.374,2.22703035891614e-262,"2","TKT",0.412
"MDH2",7.02446475875618e-266,0.367599760472789,0.88,0.5,1.58745879083131e-261,"2","MDH2",0.38
"TUFM",2.81897184009235e-265,0.374992480711622,0.859,0.459,6.3705944614247e-261,"2","TUFM",0.4
"COX7B",4.4432682071992e-263,0.402339435512073,0.889,0.538,1.00413418214495e-258,"2","COX7B",0.351
"MDH1",1.60901945904078e-262,0.353788089945937,0.83,0.404,3.63622307548627e-258,"2","MDH1",0.426
"SFPQ",5.8976009636474e-262,0.343168326740225,0.866,0.461,1.33279884177468e-257,"2","SFPQ",0.405
"PRDX5",6.64765423811292e-262,0.349710950748351,0.883,0.479,1.50230338127114e-257,"2","PRDX5",0.404
"NDUFS7",1.2517414543197e-260,0.317293433091074,0.84,0.431,2.82881051261708e-256,"2","NDUFS7",0.409
"APEX1",4.60881739296963e-260,0.32023417800869,0.822,0.407,1.04154664263721e-255,"2","APEX1",0.415
"RTRAF",1.08782892071194e-259,0.344398071658424,0.821,0.451,2.45838457791691e-255,"2","RTRAF",0.37
"GNG5",1.55397203092465e-259,0.344348026377419,0.938,0.588,3.51182139268662e-255,"2","GNG5",0.35
"SSB",1.70079516023224e-259,0.38970776125509,0.787,0.386,3.84362698260883e-255,"2","SSB",0.401
"G3BP1",1.23136441423573e-258,0.253671187900305,0.768,0.334,2.78276043973133e-254,"2","G3BP1",0.434
"H2AFV",1.52254494197069e-258,0.452628216788472,0.884,0.494,3.44079931435956e-254,"2","H2AFV",0.39
"PPP1CC",5.6334020764291e-258,0.298351391935517,0.911,0.497,1.27309253525221e-253,"2","PPP1CC",0.414
"MIEN1",8.05379030267054e-257,0.251118334597682,0.788,0.345,1.82007607050052e-252,"2","MIEN1",0.443
"COPZ1",3.67787845826192e-256,0.271322211413783,0.79,0.36,8.31163752782611e-252,"2","COPZ1",0.43
"HSP90B1",1.32562842284388e-254,0.395085785135185,0.881,0.599,2.99578767278489e-250,"2","HSP90B1",0.282
"NUDC",2.23701826826146e-254,0.292192732431835,0.749,0.336,5.05543758444407e-250,"2","NUDC",0.413
"CCT7",3.03320474466879e-254,0.376749551247537,0.806,0.417,6.854739402477e-250,"2","CCT7",0.389
"NDUFA4",1.6908011835889e-252,0.388154942787469,0.966,0.76,3.82104159479255e-248,"2","NDUFA4",0.206
"EIF3A",2.3823408288308e-252,0.273057377708162,0.799,0.371,5.38385203907472e-248,"2","EIF3A",0.428
"GNAS",8.58950166597231e-252,0.31062338097567,0.869,0.459,1.94114148149308e-247,"2","GNAS",0.41
"ACTR2",9.76936424571572e-252,0.325035307367658,0.883,0.473,2.2077786258893e-247,"2","ACTR2",0.41
"BSG",1.35210104651552e-251,0.370667096981249,0.84,0.501,3.05561315502043e-247,"2","BSG",0.339
"DDX39A",1.7523340521113e-250,0.260856124188138,0.733,0.321,3.96009972436633e-246,"2","DDX39A",0.412
"DUT",7.54116860438807e-250,0.468930977546909,0.794,0.404,1.70422869290566e-245,"2","DUT",0.39
"ATP6V0B",3.87108867725009e-249,0.310713111757689,0.846,0.418,8.74827330171749e-245,"2","ATP6V0B",0.428
"SF3B6",6.41168854244084e-249,0.318207561537185,0.822,0.399,1.44897749370621e-244,"2","SF3B6",0.423
"CTSS",1.58265480640121e-247,0.257525399666808,0.806,0.385,3.5766415969861e-243,"2","CTSS",0.421
"TOMM6",1.82115691681139e-247,0.491722762949711,0.577,0.298,4.11563251630206e-243,"2","TOMM6",0.279
"ELOC",3.12072565744654e-246,0.254719213749387,0.716,0.307,7.05252791326343e-242,"2","ELOC",0.409
"HSP90AA1",1.77549263648861e-245,0.423455554628112,0.953,0.774,4.01243580920062e-241,"2","HSP90AA1",0.179
"PSMB3",6.3311102080862e-245,0.346461531173944,0.898,0.533,1.4307675959254e-240,"2","PSMB3",0.365
"SEL1L3",1.0262457903918e-244,0.36023444969321,0.35,0.108,2.31921286170644e-240,"2","SEL1L3",0.242
"SNRPA",1.46215358614958e-244,0.257275046669376,0.774,0.348,3.30432088933943e-240,"2","SNRPA",0.426
"NDUFA2",1.4700271738877e-244,0.332125870719695,0.84,0.429,3.32211441026881e-240,"2","NDUFA2",0.411
